,Network,User,Date,Text,Positive,Neutral,Negative,Compound
364,@NYT,Nikhil Sonnad,Tue Oct 31 21:15:04 +0000 2017,@MacroViewpoints @NYT what are your top 25 movies,0.205,0.795,0.0,0.2023
365,@NYT,Editor Viewpoint,Tue Oct 31 21:13:58 +0000 2017,@nkl just saw the list; totally confirmed my opinion of how arrogant &amp; contemptuous @NYT is; their fans like u r even worse;,0.086,0.586,0.328,-0.7906
366,@NYT,David David Kernan,Tue Oct 31 21:13:16 +0000 2017,@LauraLoomer And yet BIG SURPRISE @NYT omits this little detail in its reporting,0.191,0.809,0.0,0.4278
367,@NYT,LMFreudenheim,Tue Oct 31 21:08:11 +0000 2017,RT @lesliemf: @nyt urge legislators to pass laws 1) pres can’t pardon self 2)pres can’t fire a special prosecutor 3) pres candidate must re…,0.182,0.73,0.088,0.3818
368,@NYT,LMFreudenheim,Tue Oct 31 21:07:19 +0000 2017,@nyt urge legislators to pass laws 1) pres can’t pardon self 2)pres can’t fire a special prosecutor 3) pres candidate must reveal his taxes,0.182,0.73,0.088,0.3818
369,@NYT,@decoannie,Tue Oct 31 21:06:48 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
370,@NYT,Paul Bartolini,Tue Oct 31 20:50:48 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
371,@NYT,Alka Pradhan ??,Tue Oct 31 20:49:58 +0000 2017,RT @GitmoWatch: @MiddleEastEye @AlJazeera @nyt @washingtonpost @benrgilbert @vice @SimoneReports @guardian @JesselynRadack @adamgoldmanNYT…,0.0,1.0,0.0,0.0
372,@NYT,Jean M. O'Brien,Tue Oct 31 20:49:48 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
373,@NYT,Meg Murray,Tue Oct 31 20:36:49 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
374,@NYT,hbhat,Tue Oct 31 20:36:08 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
375,@NYT,@marie,Tue Oct 31 20:34:53 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
376,@NYT,Mo Kelly,Tue Oct 31 20:34:00 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
377,@NYT,Jennifer Pike,Tue Oct 31 20:32:59 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
378,@NYT,IamUSAProudRU,Tue Oct 31 20:32:59 +0000 2017,@johnpodesta @WSJ @thehill @NYT @washingtonpost have exposed the dirty attempt 2 smear @realDonaldTrump w Fake Russ… https://t.co/uLfuLAwgGC,0.0,0.529,0.471,-0.8316
379,@NYT,james kacer,Tue Oct 31 20:32:38 +0000 2017,@NYT @mitchellreports Manafort = Podesta = Clinton,0.0,1.0,0.0,0.0
380,@NYT,Steve Warwick,Tue Oct 31 20:30:06 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
381,@NYT,Sean Sasso,Tue Oct 31 20:28:31 +0000 2017,"""Recent Commercial Real Estate Transactions"" via @NYT https://t.co/wvyrVX3ZdN https://t.co/h4DiGh8oyZ",0.0,1.0,0.0,0.0
382,@NYT,Carolyn Craig,Tue Oct 31 20:28:16 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
383,@NYT,Andrea Mitchell,Tue Oct 31 20:28:04 +0000 2017,RT @NYT: Why Papadapoulos? Decoding Mueller’s First Legal Moves. https://t.co/jXte3nW41D,0.143,0.857,0.0,0.128
384,@NYT,Lynn Petronella,Tue Oct 31 20:25:01 +0000 2017,@NBCNightlyNews @ABC @CBS @NYT PRAYERS TO NY,0.0,1.0,0.0,0.0
385,@NYT,Klaus Riede,Tue Oct 31 20:11:29 +0000 2017,RT @PLOS: “Insect Armageddon” The @NYT Editorial Board Addresses @PLOSONE study today! https://t.co/CGOI7M1ZiL,0.0,1.0,0.0,0.0
386,@NYT,"Jose Tijam, PMP, CSM",Tue Oct 31 20:05:21 +0000 2017,"""He’s George Papadopoulos, Just Not That George Papadopoulos"" via @NYT The New York Times https://t.co/UXqdRjRuwX #businessnews #business …",0.0,1.0,0.0,0.0
387,@NYT,Saul Good,Tue Oct 31 20:05:18 +0000 2017,@Education4Libs @LMow239 How homophobic of MSM! @cnn @abc @nbc @cbs @washingtonpost @nyt @HuffPost @thehill,0.0,1.0,0.0,0.0
388,@NYT,Green-Diversity.com,Tue Oct 31 19:59:46 +0000 2017,@MiniPresident @DainaRameyBerry @mcantymerrill @Europarl_EN @ManfredWeber @MichelleObama @BarackObama @vestager… https://t.co/59X6cqEjWq,0.0,1.0,0.0,0.0
389,@NYT,Green-Diversity.com,Tue Oct 31 19:53:00 +0000 2017,@MiniPresident @DainaRameyBerry @mcantymerrill @Europarl_EN @ManfredWeber @MichelleObama @BarackObama @vestager… https://t.co/V20HQM9EG2,0.0,1.0,0.0,0.0
390,@NYT,Gitmo Watch,Tue Oct 31 19:52:39 +0000 2017,@MiddleEastEye @AlJazeera @nyt @washingtonpost @benrgilbert @vice @SimoneReports @guardian @JesselynRadack… https://t.co/qYiGsSTzm0,0.0,1.0,0.0,0.0
391,@NYT,Jeremias,Tue Oct 31 19:52:30 +0000 2017,"@skyfishgoo @inartic @NYT Agree. It’s always been there,  law on the books or not. The U.S. gov isn’t prone to bein… https://t.co/97Afo2DJ3E",0.106,0.894,0.0,0.3612
392,@NYT,Melinda Mae Miller,Tue Oct 31 19:46:26 +0000 2017,"""The Best Movies and TV Shows New to Netflix Australia in November"" @NYT https://t.co/r53nRjHrY2 https://t.co/jk2x7Xdc39",0.231,0.769,0.0,0.6369
393,@NYT,"Jose Tijam, PMP, CSM",Tue Oct 31 19:46:18 +0000 2017,"""Aetna Could Offer CVS Valuable Protection"" via @NYT The New York Times https://t.co/N41nfrUCBL #businessnews #business #news",0.171,0.829,0.0,0.4767
394,@NYT,Green-Diversity.com,Tue Oct 31 19:43:34 +0000 2017,@MiniPresident @DainaRameyBerry @mcantymerrill @Europarl_EN @ManfredWeber @MichelleObama @BarackObama @vestager… https://t.co/j81lvQYMbz,0.0,1.0,0.0,0.0
395,@NYT,EmBee,Tue Oct 31 19:43:23 +0000 2017,RT @NYT: Police Respond to Reports of Possible Shooting in Lower Manhattan. https://t.co/X5RRSc5dD6,0.0,0.845,0.155,-0.296
396,@NYT,NoMoreGames?,Tue Oct 31 19:43:11 +0000 2017,@NYT https://t.co/UN10jBXyUP,0.0,1.0,0.0,0.0
397,@NYT,SicSemp for Senate,Tue Oct 31 19:34:00 +0000 2017,@OsvaldoNuin @NYT @realDonaldTrump Boko Haram...,0.0,1.0,0.0,0.0
398,@NYT,??skyfish??,Tue Oct 31 19:21:21 +0000 2017,"@harvydas @inartic offering transcription service like @nyt is one thing, but actively countering media with state… https://t.co/DhLPknPZ5j",0.239,0.761,0.0,0.5719
399,@NYT,Labi Siffre,Tue Oct 31 19:18:48 +0000 2017,"When the Doctor’s Mother Has Cancer
https://t.co/8RLH93iwVU
#healthcare #cancer #family #medical #nhs @nyt",0.0,0.732,0.268,-0.6597
400,@CBS,BubblePopper,Wed Nov 01 04:01:40 +0000 2017,"@CBS CBS, clean up the filth.",0.351,0.649,0.0,0.4019
401,@CBS,(Fana) ??,Wed Nov 01 04:01:34 +0000 2017,@BRAINFEEDER @Thundercat @StephenAtHome @CBS @colbertlateshow @MotormouthPR @shazi_LA I’ve never reached for my rem… https://t.co/lj1wdqcBGn,0.0,0.909,0.091,-0.0762
402,@CBS,Nita Phillips,Wed Nov 01 04:01:30 +0000 2017,"RT @DaveH_RPh: Hey @MSNBC, @CNN, @ABC, @CBS, @nytimes , @washingtonpost- the term LONE WOLF applies to those who act on their own warped ag…",0.0,0.886,0.114,-0.4278
403,@CBS,HoldThemAccountable,Wed Nov 01 04:00:18 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
404,@CBS,Roy Orbison,Wed Nov 01 03:59:59 +0000 2017,@RedNationRising @POTUS @realDonaldTrump @FLOTUS @CraigRSawyer @MarkDice @KateBeckinsale @elijahwood @coreyfeldman… https://t.co/pg8KNALl19,0.0,1.0,0.0,0.0
405,@CBS,Roy Orbison,Wed Nov 01 03:59:50 +0000 2017,@marleydf @maggiefalk @YouTube @POTUS @Nigel_Farage @KTHopkins @WayneDupreeShow @burghseyeview @KidRock @TedNugent… https://t.co/NG0Laos7kS,0.0,1.0,0.0,0.0
406,@CBS,Gary schwall,Wed Nov 01 03:59:43 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
407,@CBS,Roy Orbison,Wed Nov 01 03:59:41 +0000 2017,@RedNationRising @POTUS @realDonaldTrump @FLOTUS @CraigRSawyer @MarkDice @KateBeckinsale @elijahwood @coreyfeldman… https://t.co/ivX6ohA42D,0.0,1.0,0.0,0.0
408,@CBS,Gi-lyn Tak,Wed Nov 01 03:59:32 +0000 2017,RT @TelevisionAcad: Thank you @CBS for supporting this year’s #Emmys Golf Classic! Proceeds benefit our education programs. https://t.co/Ip…,0.367,0.633,0.0,0.8268
409,@CBS,Mary Ann Dunwoody,Wed Nov 01 03:59:28 +0000 2017,"I'm watching NCIS #telfie @NCIS_CBS #NCIS @CBS #CBS ???? ""Fake It 'Til You Make It"", S15:E05, 10.24... https://t.co/aYRLsJn9ci",0.0,0.846,0.154,-0.4767
410,@CBS,Heda Leksa ?,Wed Nov 01 03:58:39 +0000 2017,"RT @Kota_Elena: Lexa is one of the main characters of the series the hundred. She's our Amazon and a fighter for justice.
@netflix @CBS
#Cl…",0.242,0.758,0.0,0.6908
411,@CBS,Stacy Turner,Wed Nov 01 03:58:25 +0000 2017,RT @DebradaBrowning: @elaine03162002 @RealStefanieW @CBS  @CBSTweet  @CBSTVStudios  #shandy #savemajorcrimes,0.0,1.0,0.0,0.0
412,@CBS,Mickey??,Wed Nov 01 03:57:46 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
413,@CBS,SharNJ,Wed Nov 01 03:57:24 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
414,@CBS,Mia??,Wed Nov 01 03:55:11 +0000 2017,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",0.0,0.905,0.095,-0.25
415,@CBS,Fawn Mac,Wed Nov 01 03:55:11 +0000 2017,RT @iluvspringtime: .@cnn @msnbc @abc @cbs @nbc @thedemocrats @mmfa @moveon @dailykos @nytimes @mediaite @huffpost @maddow @joyannreid @don…,0.0,1.0,0.0,0.0
416,@CBS,Sweetbay,Wed Nov 01 03:54:39 +0000 2017,Why am I not seeing anything about this in the news?  This looks like excessive force to me.  @msnbc @CNN @CBS @ABC… https://t.co/SKqx8oPV8U,0.106,0.894,0.0,0.3612
417,@CBS,theaveragemovienerd,Wed Nov 01 03:54:33 +0000 2017,I'm watching NCIS #telfie @NCIS_CBS #NCIS @CBS #CBS  https://t.co/oZyinaT1B6,0.0,1.0,0.0,0.0
418,@CBS,Fenny Liu,Wed Nov 01 03:53:47 +0000 2017,RT @StacyTurner36: I have a feeling it going to be very bumpy. #SaveMajorCrimes @cbs @amazon @cbstv @warnerbrostv @WarnerBrosEnt #BestShowE…,0.086,0.914,0.0,0.128
419,@CBS,Fenny Liu,Wed Nov 01 03:53:44 +0000 2017,RT @StacyTurner36: #savemajorcrimes @cbs @amazon @cbstv @CBSTweet @amazonvideo @warnerbrostv @WarnerBrosEnt #BestShowEver #10MillionStrong…,0.0,1.0,0.0,0.0
420,@CBS,Dave Heckman,Wed Nov 01 03:53:36 +0000 2017,"Hey @MSNBC, @CNN, @ABC, @CBS, @nytimes , @washingtonpost- the term LONE WOLF applies to those who act on their own… https://t.co/KEvw9mm13S",0.0,0.87,0.13,-0.4278
421,@CBS,Stacy Turner,Wed Nov 01 03:53:30 +0000 2017,RT @DebradaBrowning: @smama_bear @Nicole_Romi Yes we do! @CBS @CBSTweet  @CBSTVStudios  #shandy #savemajorcrimes @WBHomeEnt @WarnerBrosEnt,0.187,0.813,0.0,0.4574
422,@CBS,Gary schwall,Wed Nov 01 03:53:19 +0000 2017,RT @AHamiltonSpirit: @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc Newt Gingrich on @seanhannity saying how much Paul Manafort…,0.0,1.0,0.0,0.0
423,@CBS,Jes,Wed Nov 01 03:53:18 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
424,@CBS,Jessica Reid,Wed Nov 01 03:52:43 +0000 2017,RT @swatcbs: #SWAT stars show you the intensity behind the scenes of the new @CBS? drama. https://t.co/eVz50s6RM9,0.0,1.0,0.0,0.0
425,@CBS,tracy richards,Wed Nov 01 03:52:37 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
426,@CBS,thomas brown,Wed Nov 01 03:51:04 +0000 2017,@AHamiltonSpirit @deb7519 @CNN @maddow @MSNBC @CBS @nbc Where is the film where Putin says He knows Donald J Trump,0.0,1.0,0.0,0.0
427,@CBS,You Don't Say,Wed Nov 01 03:50:56 +0000 2017,RT @AHamiltonSpirit: @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc Newt Gingrich on @seanhannity saying how much Paul Manafort…,0.0,1.0,0.0,0.0
428,@CBS,imagine works,Wed Nov 01 03:50:47 +0000 2017,@AHamiltonSpirit @Cup_of_Joe2 @CNN @maddow @MSNBC @CBS @nbc @Lawrence have you seen this? Hope you can use it.,0.174,0.826,0.0,0.5228
429,@CBS,thomas brown,Wed Nov 01 03:50:37 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
430,@CBS,J. Harjo,Wed Nov 01 03:50:34 +0000 2017,"RT @rharrisonfries: #NYCTerror 
#nycterrorattack 
#NYC 
#NYCHalloween 
@BilldeBlasio 
@AndrewCuomoNews 
@CNN 
@MSNBC 
@ABC 
@CBS 
@NBCNews…",0.0,1.0,0.0,0.0
431,@CBS,Stacy Turner,Wed Nov 01 03:50:28 +0000 2017,I have a feeling it going to be very bumpy. #SaveMajorCrimes @cbs @amazon @cbstv @warnerbrostv @WarnerBrosEnt… https://t.co/6QeMFxA0Ow,0.097,0.903,0.0,0.128
432,@CBS,MarkLimDHansters,Wed Nov 01 03:50:27 +0000 2017,RT @joeygilbertinc: Just for good measure  —fake news clowns @cnn @nbc @cbs should head down to the nearest NYC mosque —do a “polling” on w…,0.112,0.888,0.0,0.4404
433,@CBS,imagine works,Wed Nov 01 03:50:06 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
434,@CBS,Cup_of_Joe,Wed Nov 01 03:49:34 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
435,@CBS,she......persisted!,Wed Nov 01 03:49:32 +0000 2017,@AHamiltonSpirit @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc @seanhannity He cant even tell a good li… https://t.co/zVWMsUxCi8,0.0,0.862,0.138,-0.3412
436,@CBS,United Cosmic Voice,Wed Nov 01 03:49:27 +0000 2017,RT @Heavenswaylove: @CGTNOfficial @nytimes @NBCNews @ABC @CBS #Family4Life @guardian @tmttrfilm @kwatschmitsauce #Family4Life #LionsRoar ht…,0.0,1.0,0.0,0.0
437,@CBS,Tyrannosaurus Nay,Wed Nov 01 03:49:04 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
438,@CBS,SteveO ??,Wed Nov 01 03:49:01 +0000 2017,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",0.0,0.905,0.095,-0.25
439,@CBS,Frederic Chopin,Wed Nov 01 03:48:55 +0000 2017,.@CBS is a terrorist organization https://t.co/MgF9LnVtSs,0.0,0.46,0.54,-0.6908
440,@CBS,Trump Despiser,Wed Nov 01 03:48:43 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
441,@CBS,rosa maria wieder,Wed Nov 01 03:48:20 +0000 2017,"RT @martulihan: #savemajorcrimes Wherever this guy goes, #flynngirls go with him! @WBHomeEnt @CBS @amazon @RealTonyDenison https://t.co/cNg…",0.0,1.0,0.0,0.0
442,@CBS,Stacy Turner,Wed Nov 01 03:48:15 +0000 2017,#savemajorcrimes @cbs @amazon @cbstv @CBSTweet @amazonvideo @warnerbrostv @WarnerBrosEnt #BestShowEver… https://t.co/x2mucBOrS6,0.0,1.0,0.0,0.0
443,@CBS,rosa maria wieder,Wed Nov 01 03:48:01 +0000 2017,RT @DebradaBrowning: @cmcgeesmith @CBSTweet @amazon @CBS @RealTonyDenison Don't we all love the silver fox. #Shandy #savemajorcrimes @MaryM…,0.0,0.826,0.174,-0.5216
444,@CBS,CJ,Wed Nov 01 03:47:43 +0000 2017,ThisWasSaidBy @barackobama remember? @cnn @msnbc @abc @cbs @nbc @mmfa @moveon @motherjones @mediaite @huffpost… https://t.co/Pk9PbKTY86,0.0,1.0,0.0,0.0
445,@CBS,rosa maria wieder,Wed Nov 01 03:47:42 +0000 2017,RT @smama_bear: @DebradaBrowning @WBHomeEnt @CBS Yes! Absolutely!! We #KeepFighting together to #savemajorcrimes ???????,0.23,0.77,0.0,0.5538
446,@CBS,she......persisted!,Wed Nov 01 03:47:35 +0000 2017,RT @AHamiltonSpirit: @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc @seanhannity https://t.co/eBpkYB8gB0,0.0,1.0,0.0,0.0
447,@CBS,she......persisted!,Wed Nov 01 03:47:29 +0000 2017,RT @AHamiltonSpirit: @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc @seanhannity How Trump and Putin have been actively colludin…,0.119,0.881,0.0,0.3182
448,@CBS,she......persisted!,Wed Nov 01 03:47:17 +0000 2017,RT @AHamiltonSpirit: @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc @seanhannity https://t.co/qkI02oxi2G,0.0,1.0,0.0,0.0
449,@CBS,Lesley Edwards,Wed Nov 01 03:47:13 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
450,@CBS,tclark97801,Wed Nov 01 03:47:12 +0000 2017,"@CBS This looks completely LAME!
Sorry, Will Ferrell...",0.0,0.513,0.487,-0.6904
451,@CBS,she......persisted!,Wed Nov 01 03:47:09 +0000 2017,RT @AHamiltonSpirit: @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc @seanhannity https://t.co/utbaw4eXpj,0.0,1.0,0.0,0.0
452,@CBS,she......persisted!,Wed Nov 01 03:46:56 +0000 2017,@AHamiltonSpirit @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc @seanhannity The same thing everyone els… https://t.co/dM70s27VrZ,0.0,1.0,0.0,0.0
453,@CBS,CJ,Wed Nov 01 03:46:08 +0000 2017,.@cnn @msnbc @abc @cbs @nbc @thedemocrats @mmfa @moveon @dailykos @nytimes @mediaite @huffpost @maddow @joyannreid… https://t.co/S6ehZpdU5E,0.0,1.0,0.0,0.0
454,@CBS,she......persisted!,Wed Nov 01 03:45:54 +0000 2017,RT @AHamiltonSpirit: @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc @seanhannity https://t.co/jzFHHPcnIN,0.0,1.0,0.0,0.0
455,@CBS,she......persisted!,Wed Nov 01 03:45:46 +0000 2017,RT @AHamiltonSpirit: @keith_pochick @anneowenphd @CNN @maddow @MSNBC @CBS @nbc Newt Gingrich on @seanhannity saying how much Paul Manafort…,0.0,1.0,0.0,0.0
456,@CBS,she......persisted!,Wed Nov 01 03:45:39 +0000 2017,"RT @keith_pochick: @AHamiltonSpirit @anneowenphd @CNN @maddow @MSNBC @CBS @nbc  

The media and courts can, and should, weaponize the truth.",0.113,0.887,0.0,0.3182
457,@CBS,root-beer,Wed Nov 01 03:45:23 +0000 2017,@CBS The Ford Corporation supports abortionists Planned Parenthood,0.263,0.737,0.0,0.3612
458,@CBS,she......persisted!,Wed Nov 01 03:45:14 +0000 2017,@AHamiltonSpirit @TheUnitedWhirld @CNN @maddow @MSNBC @CBS @nbc Put this on BLAST!,0.0,1.0,0.0,0.0
459,@CBS,deb,Wed Nov 01 03:45:12 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
460,@CBS,CJ,Wed Nov 01 03:44:58 +0000 2017,.@cnn @msnbc @abc @cbs @nbc @mmfa @moveon @dailykos @thedemocrats @dnc @joyannreid @vanjones68 @donlemon @maddow… https://t.co/ZZ8jVrxepn,0.0,1.0,0.0,0.0
461,@CBS,she......persisted!,Wed Nov 01 03:44:56 +0000 2017,RT @AHamiltonSpirit: @CNN @maddow @MSNBC @CBS @nbc Remember fox weaponizes propaganda. We need to weaponize the truth.,0.119,0.777,0.104,0.0772
462,@CBS,LK,Wed Nov 01 03:44:52 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
463,@CBS,she......persisted!,Wed Nov 01 03:44:51 +0000 2017,RT @AHamiltonSpirit: @CNN @maddow @MSNBC @CBS @nbc This should be replaying over and over everyday.,0.0,1.0,0.0,0.0
464,@CBS,Debra Amato,Wed Nov 01 03:44:47 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
465,@CBS,Josefina Izurieta,Wed Nov 01 03:44:01 +0000 2017,@gordydestjeor @CBS @MeMyselfAndICBS Follow me Gordy ? Please,0.277,0.723,0.0,0.3182
466,@CBS,she......persisted!,Wed Nov 01 03:43:58 +0000 2017,@AHamiltonSpirit @TheUnitedWhirld @CNN @maddow @MSNBC @CBS @nbc Of course we knew it.The MSM needs to stop with the… https://t.co/PpZKROv48f,0.0,0.891,0.109,-0.296
467,@CBS,//Tracy Lawrence//,Wed Nov 01 03:43:40 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
468,@CBS,Beretta 92FS,Wed Nov 01 03:43:34 +0000 2017,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",0.0,0.905,0.095,-0.25
469,@CBS,Scott,Wed Nov 01 03:43:20 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
470,@CBS,IWantFacts,Wed Nov 01 03:43:16 +0000 2017,@Patriotic_Va It's what they do... @CBS=#FakeNews!,0.0,1.0,0.0,0.0
471,@CBS,James Campbell,Wed Nov 01 03:43:16 +0000 2017,RT @scubaseansa: @mlb @nfl @cnn @nbc @espn @GeorgeTakei @KeithOlbermann @BillClinton @BarackObama  @abc @cbs @facebook Please  reweet #HR4HR,0.126,0.874,0.0,0.3182
472,@CBS,Skyla ??,Wed Nov 01 03:42:36 +0000 2017,WTAF?!? so i hardly got to see any #YR cause of the news.... stop giving this wackos news time. it's what they want!!! @CBS @CBSNews,0.184,0.739,0.077,0.4639
473,@CBS,Vic Vega,Wed Nov 01 03:42:25 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
474,@CBS,Phillipa #DemForce,Wed Nov 01 03:42:14 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
475,@CBS,she......persisted!,Wed Nov 01 03:41:54 +0000 2017,"RT @AHamiltonSpirit: Here's a video of Trump saying he knows Putin. #TheResistance needs to get this on TV.
@CNN @maddow @MSNBC @CBS @NBC
h…",0.0,1.0,0.0,0.0
476,@CBS,Fenny Liu,Wed Nov 01 03:41:39 +0000 2017,RT @StacyTurner36: I agree with Tony she does look great @amazon @cbstv @warnerbrostv @WarnerBrosEnt @cbs #savemajorcrimes  #KeepFighting #…,0.306,0.694,0.0,0.765
477,@CBS,Dave,Wed Nov 01 03:41:03 +0000 2017,RT @scubaseansa: @mlb @nfl @cnn @nbc @espn @GeorgeTakei @KeithOlbermann @BillClinton @BarackObama  @abc @cbs @facebook Please  reweet #HR4HR,0.126,0.874,0.0,0.3182
478,@CBS,Skyla ??,Wed Nov 01 03:41:02 +0000 2017,"crap, the news has interrupted my show again...  why don't ya'll run something on the bottom of the screen @CBS @CBSNews i want my #YR!!!!",0.046,0.743,0.211,-0.6876
479,@CBS,leasertail,Wed Nov 01 03:40:55 +0000 2017,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",0.0,0.905,0.095,-0.25
480,@CBS,USA Sport24,Wed Nov 01 03:40:42 +0000 2017,RT @scubaseansa: @mlb @nfl @cnn @nbc @espn @GeorgeTakei @KeithOlbermann @BillClinton @BarackObama  @abc @cbs @facebook Please  reweet #HR4HR,0.126,0.874,0.0,0.3182
